2021 output area,mnemonic,Cannot understand spoken Welsh,% Cannot understand spoken Welsh,Can understand spoken Welsh,% Can understand spoken Welsh,2021 output area,mnemonic,Europe: United Kingdom,% Europe: United Kingdom,No passport held,% No passport held,combined uk,% combined uk,2021 output area,mnemonic,Cannot read Welsh,% cannot read Welsh,Can read Welsh,% Can read Welsh,2021 output area,mnemonic,Welsh only identity,% Welsh only identity,Welsh and British only identity,% Welsh and British only identity,Combined Welsh and British,% Combined Welsh and British
W00008933,W00008933,358,88.0,49,12.0,W00008933,W00008933,350,85.4,15,3.7,365,89.1,W00008933,W00008933,363,89.0,45,11.0,W00008933,W00008933,102,25.1,12,3.0,114,28.1
W00008934,W00008934,204,70.3,86,29.7,W00008934,W00008934,268,89.9,22,7.4,290,97.3,W00008934,W00008934,213,73.7,76,26.3,W00008934,W00008934,175,58.9,41,13.8,216,72.7
W00008935,W00008935,250,79.4,65,20.6,W00008935,W00008935,264,80.2,63,19.1,327,99.3,W00008935,W00008935,264,84.1,50,15.9,W00008935,W00008935,204,61.8,27,8.2,231,70.0
W00008936,W00008936,209,63.1,122,36.9,W00008936,W00008936,312,92.3,14,4.1,326,96.4,W00008936,W00008936,234,70.7,97,29.3,W00008936,W00008936,212,62.7,48,14.2,260,76.9
W00008937,W00008937,226,75.1,75,24.9,W00008937,W00008937,278,89.7,27,8.7,305,98.4,W00008937,W00008937,233,77.4,68,22.6,W00008937,W00008937,171,55.7,36,11.7,207,67.4
W00008938,W00008938,226,77.4,66,22.6,W00008938,W00008938,269,89.1,21,7.0,290,96.1,W00008938,W00008938,234,80.4,57,19.6,W00008938,W00008938,171,55.7,35,11.4,206,67.1
W00008939,W00008939,197,74.3,68,25.7,W00008939,W00008939,244,89.1,25,9.1,269,98.2,W00008939,W00008939,215,81.1,50,18.9,W00008939,W00008939,164,60.1,28,10.3,192,70.4
W00008940,W00008940,178,65.0,96,35.0,W00008940,W00008940,260,92.9,19,6.8,279,99.7,W00008940,W00008940,191,69.7,83,30.3,W00008940,W00008940,175,61.8,29,10.2,204,72.0
W00008941,W00008941,204,81.9,45,18.1,W00008941,W00008941,233,90.7,19,7.4,252,98.1,W00008941,W00008941,211,84.7,38,15.3,W00008941,W00008941,123,48.4,33,13.0,156,61.4
W00008942,W00008942,160,65.8,83,34.2,W00008942,W00008942,226,90.8,17,6.8,243,97.6,W00008942,W00008942,174,71.0,71,29.0,W00008942,W00008942,153,61.7,19,7.7,172,69.4
W00008943,W00008943,352,89.6,41,10.4,W00008943,W00008943,354,87.8,39,9.7,393,97.5,W00008943,W00008943,353,90.3,38,9.7,W00008943,W00008943,227,56.5,35,8.7,262,65.2
W00008945,W00008945,231,83.4,46,16.6,W00008945,W00008945,243,84.7,25,8.7,268,93.4,W00008945,W00008945,237,85.6,40,14.4,W00008945,W00008945,173,61.1,16,5.7,189,66.8
W00008947,W00008947,234,85.7,39,14.3,W00008947,W00008947,241,87.0,11,4.0,252,91.0,W00008947,W00008947,241,88.3,32,11.7,W00008947,W00008947,89,32.0,43,15.5,132,47.5
W00008948,W00008948,263,78.0,74,22.0,W00008948,W00008948,317,92.2,12,3.5,329,95.7,W00008948,W00008948,284,84.0,54,16.0,W00008948,W00008948,154,44.9,39,11.4,193,56.3
W00008949,W00008949,255,79.4,66,20.6,W00008949,W00008949,304,92.7,19,5.8,323,98.5,W00008949,W00008949,268,83.2,54,16.8,W00008949,W00008949,142,43.2,42,12.8,184,56.0
W00008950,W00008950,314,86.5,49,13.5,W00008950,W00008950,299,78.5,57,15.0,356,93.5,W00008950,W00008950,321,88.4,42,11.6,W00008950,W00008950,150,39.4,37,9.7,187,49.1
W00008951,W00008951,324,81.0,76,19.0,W00008951,W00008951,372,90.7,25,6.1,397,96.8,W00008951,W00008951,330,82.7,69,17.3,W00008951,W00008951,223,54.4,27,6.6,250,61.0
W00008952,W00008952,262,82.4,56,17.6,W00008952,W00008952,293,90.4,14,4.3,307,94.7,W00008952,W00008952,281,88.9,35,11.1,W00008952,W00008952,140,42.9,24,7.4,164,50.3
W00008953,W00008953,255,76.3,79,23.7,W00008953,W00008953,329,95.4,13,3.8,342,99.2,W00008953,W00008953,276,82.6,58,17.4,W00008953,W00008953,156,45.0,58,16.7,214,61.7
W00008954,W00008954,279,81.8,62,18.2,W00008954,W00008954,283,81.6,31,8.9,314,90.5,W00008954,W00008954,288,84.5,53,15.5,W00008954,W00008954,144,41.6,40,11.6,184,53.2
W00008955,W00008955,273,77.3,80,22.7,W00008955,W00008955,332,93.0,15,4.2,347,97.2,W00008955,W00008955,289,81.6,65,18.4,W00008955,W00008955,179,50.3,26,7.3,205,57.6
W00008956,W00008956,258,85.4,44,14.6,W00008956,W00008956,282,91.9,10,3.3,292,95.2,W00008956,W00008956,274,90.7,28,9.3,W00008956,W00008956,118,38.7,35,11.5,153,50.2
W00008957,W00008957,277,85.8,46,14.2,W00008957,W00008957,300,88.0,34,10.0,334,98.0,W00008957,W00008957,285,88.2,38,11.8,W00008957,W00008957,162,47.4,41,12.0,203,59.4
W00008958,W00008958,231,85.9,38,14.1,W00008958,W00008958,248,91.9,12,4.4,260,96.3,W00008958,W00008958,231,85.2,40,14.8,W00008958,W00008958,130,48.1,22,8.1,152,56.2
W00008959,W00008959,273,82.2,59,17.8,W00008959,W00008959,303,88.3,21,6.1,324,94.4,W00008959,W00008959,278,83.7,54,16.3,W00008959,W00008959,153,44.3,35,10.1,188,54.4
W00008960,W00008960,305,84.5,56,15.5,W00008960,W00008960,337,90.3,24,6.4,361,96.7,W00008960,W00008960,309,85.6,52,14.4,W00008960,W00008960,174,46.3,42,11.2,216,57.5
W00008961,W00008961,303,89.9,34,10.1,W00008961,W00008961,313,91.0,14,4.1,327,95.1,W00008961,W00008961,302,90.4,32,9.6,W00008961,W00008961,110,32.3,47,13.8,157,46.1
W00008962,W00008962,219,85.5,37,14.5,W00008962,W00008962,220,84.3,20,7.7,240,92.0,W00008962,W00008962,215,83.7,42,16.3,W00008962,W00008962,96,36.8,36,13.8,132,50.6
W00008963,W00008963,257,87.7,36,12.3,W00008963,W00008963,286,94.4,10,3.3,296,97.7,W00008963,W00008963,265,90.1,29,9.9,W00008963,W00008963,104,34.7,47,15.7,151,50.4
W00008964,W00008964,297,90.8,30,9.2,W00008964,W00008964,239,72.6,20,6.1,259,78.7,W00008964,W00008964,296,91.6,27,8.4,W00008964,W00008964,116,35.0,28,8.5,144,43.5
W00008965,W00008965,331,88.7,42,11.3,W00008965,W00008965,324,85.3,14,3.7,338,89.0,W00008965,W00008965,333,88.8,42,11.2,W00008965,W00008965,120,31.5,30,7.9,150,39.4
W00008966,W00008966,240,78.4,66,21.6,W00008966,W00008966,277,89.4,8,2.6,285,92.0,W00008966,W00008966,253,82.7,53,17.3,W00008966,W00008966,122,39.5,38,12.3,160,51.8
W00008967,W00008967,118,84.3,22,15.7,W00008967,W00008967,99,69.2,30,21.0,129,90.2,W00008967,W00008967,129,92.1,11,7.9,W00008967,W00008967,65,46.4,8,5.7,73,52.1
W00008969,W00008969,233,85.0,41,15.0,W00008969,W00008969,219,76.8,19,6.7,238,83.5,W00008969,W00008969,240,87.6,34,12.4,W00008969,W00008969,104,36.2,17,5.9,121,42.1
W00008970,W00008970,251,84.5,46,15.5,W00008970,W00008970,278,90.8,9,2.9,287,93.7,W00008970,W00008970,258,86.9,39,13.1,W00008970,W00008970,138,45.4,29,9.5,167,54.9
W00008971,W00008971,271,83.1,55,16.9,W00008971,W00008971,287,85.7,24,7.2,311,92.9,W00008971,W00008971,280,85.6,47,14.4,W00008971,W00008971,140,41.9,25,7.5,165,49.4
W00008972,W00008972,295,89.1,36,10.9,W00008972,W00008972,230,66.9,59,17.2,289,84.1,W00008972,W00008972,297,89.7,34,10.3,W00008972,W00008972,120,35.1,30,8.8,150,43.9
W00008974,W00008974,228,84.1,43,15.9,W00008974,W00008974,212,75.4,16,5.7,228,81.1,W00008974,W00008974,239,87.9,33,12.1,W00008974,W00008974,90,32.0,30,10.7,120,42.7
W00008975,W00008975,203,77.5,59,22.5,W00008975,W00008975,241,88.9,18,6.6,259,95.5,W00008975,W00008975,212,80.9,50,19.1,W00008975,W00008975,124,45.9,36,13.3,160,59.2
W00008976,W00008976,290,89.0,36,11.0,W00008976,W00008976,261,78.4,32,9.6,293,88.0,W00008976,W00008976,294,90.5,31,9.5,W00008976,W00008976,110,33.2,35,10.6,145,43.8
W00008977,W00008977,275,82.8,57,17.2,W00008977,W00008977,326,94.8,11,3.2,337,98.0,W00008977,W00008977,277,83.4,55,16.6,W00008977,W00008977,137,39.6,51,14.7,188,54.3
W00008978,W00008978,183,85.9,30,14.1,W00008978,W00008978,186,84.5,17,7.7,203,92.2,W00008978,W00008978,193,90.6,20,9.4,W00008978,W00008978,103,46.8,26,11.8,129,58.6
W00008979,W00008979,244,86.5,38,13.5,W00008979,W00008979,267,92.1,12,4.1,279,96.2,W00008979,W00008979,248,87.9,34,12.1,W00008979,W00008979,122,41.9,36,12.4,158,54.3
W00008980,W00008980,263,85.9,43,14.1,W00008980,W00008980,291,93.3,13,4.2,304,97.5,W00008980,W00008980,262,86.2,42,13.8,W00008980,W00008980,143,46.0,37,11.9,180,57.9
W00008981,W00008981,293,93.9,19,6.1,W00008981,W00008981,217,67.0,86,26.5,303,93.5,W00008981,W00008981,296,96.1,12,3.9,W00008981,W00008981,174,53.7,32,9.9,206,63.6
W00008982,W00008982,233,93.6,16,6.4,W00008982,W00008982,193,73.7,62,23.7,255,97.4,W00008982,W00008982,239,96.0,10,4.0,W00008982,W00008982,174,66.2,16,6.1,190,72.3
W00008983,W00008983,240,90.6,25,9.4,W00008983,W00008983,242,89.3,28,10.3,270,99.6,W00008983,W00008983,239,89.8,27,10.2,W00008983,W00008983,194,71.6,22,8.1,216,79.7
W00008984,W00008984,291,86.1,47,13.9,W00008984,W00008984,317,91.9,25,7.2,342,99.1,W00008984,W00008984,299,88.5,39,11.5,W00008984,W00008984,235,68.1,33,9.6,268,77.7
W00008985,W00008985,365,92.6,29,7.4,W00008985,W00008985,290,71.4,107,26.4,397,97.8,W00008985,W00008985,372,94.2,23,5.8,W00008985,W00008985,218,53.8,30,7.4,248,61.2
W00008986,W00008986,310,93.1,23,6.9,W00008986,W00008986,228,63.9,109,30.5,337,94.4,W00008986,W00008986,316,95.2,16,4.8,W00008986,W00008986,182,51.1,30,8.4,212,59.5
W00008987,W00008987,271,89.4,32,10.6,W00008987,W00008987,233,72.4,79,24.5,312,96.9,W00008987,W00008987,279,91.5,26,8.5,W00008987,W00008987,207,64.9,41,12.9,248,77.8
W00008988,W00008988,270,91.8,24,8.2,W00008988,W00008988,229,75.1,50,16.4,279,91.5,W00008988,W00008988,275,92.6,22,7.4,W00008988,W00008988,157,52.2,19,6.3,176,58.5
W00008989,W00008989,281,90.9,28,9.1,W00008989,W00008989,283,89.8,28,8.9,311,98.7,W00008989,W00008989,280,90.6,29,9.4,W00008989,W00008989,237,75.0,26,8.2,263,83.2
W00008990,W00008990,239,86.3,38,13.7,W00008990,W00008990,246,84.0,47,16.0,293,100.0,W00008990,W00008990,253,91.3,24,8.7,W00008990,W00008990,207,71.1,33,11.3,240,82.4
W00008991,W00008991,283,91.0,28,9.0,W00008991,W00008991,278,89.4,25,8.0,303,97.4,W00008991,W00008991,285,91.6,26,8.4,W00008991,W00008991,207,66.1,36,11.5,243,77.6
W00008992,W00008992,327,92.9,25,7.1,W00008992,W00008992,235,64.7,93,25.6,328,90.3,W00008992,W00008992,328,93.2,24,6.8,W00008992,W00008992,179,50.1,51,14.3,230,64.4
W00008993,W00008993,274,90.4,29,9.6,W00008993,W00008993,188,58.9,88,27.6,276,86.5,W00008993,W00008993,282,92.8,22,7.2,W00008993,W00008993,157,50.2,33,10.5,190,60.7
W00008994,W00008994,233,90.3,25,9.7,W00008994,W00008994,181,65.1,68,24.5,249,89.6,W00008994,W00008994,238,92.6,19,7.4,W00008994,W00008994,147,52.7,33,11.8,180,64.5
W00008995,W00008995,312,92.0,27,8.0,W00008995,W00008995,243,69.4,101,28.9,344,98.3,W00008995,W00008995,312,92.0,27,8.0,W00008995,W00008995,165,46.6,56,15.8,221,62.4
W00008996,W00008996,247,88.5,32,11.5,W00008996,W00008996,204,69.9,69,23.6,273,93.5,W00008996,W00008996,244,87.8,34,12.2,W00008996,W00008996,169,57.7,39,13.3,208,71.0
W00008997,W00008997,264,92.0,23,8.0,W00008997,W00008997,168,54.4,113,36.6,281,91.0,W00008997,W00008997,265,93.3,19,6.7,W00008997,W00008997,144,46.8,40,13.0,184,59.8
W00008998,W00008998,277,91.1,27,8.9,W00008998,W00008998,225,72.1,55,17.6,280,89.7,W00008998,W00008998,279,92.1,24,7.9,W00008998,W00008998,189,60.2,24,7.6,213,67.8
W00008999,W00008999,318,91.1,31,8.9,W00008999,W00008999,242,65.9,95,25.9,337,91.8,W00008999,W00008999,323,92.0,28,8.0,W00008999,W00008999,224,60.9,35,9.5,259,70.4
W00009000,W00009000,304,86.4,48,13.6,W00009000,W00009000,232,64.3,109,30.2,341,94.5,W00009000,W00009000,309,88.0,42,12.0,W00009000,W00009000,175,48.3,40,11.0,215,59.3
W00009001,W00009001,295,89.1,36,10.9,W00009001,W00009001,228,66.3,103,29.9,331,96.2,W00009001,W00009001,301,90.9,30,9.1,W00009001,W00009001,190,55.2,32,9.3,222,64.5
W00009002,W00009002,346,90.3,37,9.7,W00009002,W00009002,262,65.3,106,26.4,368,91.7,W00009002,W00009002,361,94.5,21,5.5,W00009002,W00009002,228,57.1,34,8.5,262,65.6
W00009003,W00009003,370,90.2,40,9.8,W00009003,W00009003,287,67.2,118,27.6,405,94.8,W00009003,W00009003,370,90.2,40,9.8,W00009003,W00009003,221,51.4,37,8.6,258,60.0
W00009004,W00009004,288,92.9,22,7.1,W00009004,W00009004,230,70.1,82,25.0,312,95.1,W00009004,W00009004,296,95.5,14,4.5,W00009004,W00009004,167,50.8,36,10.9,203,61.7
W00009005,W00009005,348,93.8,23,6.2,W00009005,W00009005,234,59.7,142,36.2,376,95.9,W00009005,W00009005,349,94.1,22,5.9,W00009005,W00009005,190,48.5,53,13.5,243,62.0
W00009006,W00009006,260,90.3,28,9.7,W00009006,W00009006,200,64.1,94,30.1,294,94.2,W00009006,W00009006,265,92.0,23,8.0,W00009006,W00009006,139,44.6,11,3.5,150,48.1
W00009007,W00009007,194,87.8,27,12.2,W00009007,W00009007,150,64.1,58,24.8,208,88.9,W00009007,W00009007,197,89.5,23,10.5,W00009007,W00009007,127,53.8,8,3.4,135,57.2
W00009008,W00009008,290,87.6,41,12.4,W00009008,W00009008,192,52.0,158,42.8,350,94.8,W00009008,W00009008,295,89.1,36,10.9,W00009008,W00009008,239,64.2,17,4.6,256,68.8
W00009009,W00009009,276,87.3,40,12.7,W00009009,W00009009,235,71.6,78,23.8,313,95.4,W00009009,W00009009,282,89.2,34,10.8,W00009009,W00009009,194,59.1,34,10.4,228,69.5
W00009010,W00009010,297,92.8,23,7.2,W00009010,W00009010,184,52.9,155,44.5,339,97.4,W00009010,W00009010,297,92.8,23,7.2,W00009010,W00009010,174,50.3,55,15.9,229,66.2
W00009011,W00009011,279,91.8,25,8.2,W00009011,W00009011,188,57.7,105,32.2,293,89.9,W00009011,W00009011,281,92.4,23,7.6,W00009011,W00009011,166,50.8,30,9.2,196,60.0
W00009012,W00009012,204,87.9,28,12.1,W00009012,W00009012,159,61.2,87,33.5,246,94.7,W00009012,W00009012,202,87.1,30,12.9,W00009012,W00009012,154,58.8,29,11.1,183,69.9
W00009013,W00009013,266,86.1,43,13.9,W00009013,W00009013,242,76.1,68,21.4,310,97.5,W00009013,W00009013,278,90.6,29,9.4,W00009013,W00009013,195,60.9,20,6.2,215,67.1
W00009014,W00009014,319,92.2,27,7.8,W00009014,W00009014,227,63.2,115,32.0,342,95.2,W00009014,W00009014,314,91.0,31,9.0,W00009014,W00009014,157,43.9,60,16.8,217,60.7
W00009015,W00009015,349,85.3,60,14.7,W00009015,W00009015,355,82.6,48,11.2,403,93.8,W00009015,W00009015,367,89.5,43,10.5,W00009015,W00009015,281,65.2,37,8.6,318,73.8
W00009016,W00009016,216,93.1,16,6.9,W00009016,W00009016,136,51.5,103,39.0,239,90.5,W00009016,W00009016,213,91.8,19,8.2,W00009016,W00009016,128,48.5,15,5.7,143,54.2
W00009017,W00009017,215,89.2,26,10.8,W00009017,W00009017,195,79.6,41,16.7,236,96.3,W00009017,W00009017,222,91.7,20,8.3,W00009017,W00009017,158,64.8,29,11.9,187,76.7
W00009018,W00009018,262,91.9,23,8.1,W00009018,W00009018,211,69.9,79,26.2,290,96.1,W00009018,W00009018,275,96.5,10,3.5,W00009018,W00009018,158,52.3,26,8.6,184,60.9
W00009019,W00009019,265,91.7,24,8.3,W00009019,W00009019,203,65.1,77,24.7,280,89.8,W00009019,W00009019,271,93.4,19,6.6,W00009019,W00009019,165,53.1,24,7.7,189,60.8
W00009020,W00009020,238,91.2,23,8.8,W00009020,W00009020,175,64.6,67,24.7,242,89.3,W00009020,W00009020,238,91.2,23,8.8,W00009020,W00009020,127,46.9,21,7.7,148,54.6
W00009021,W00009021,346,87.2,51,12.8,W00009021,W00009021,271,65.6,121,29.3,392,94.9,W00009021,W00009021,344,86.6,53,13.4,W00009021,W00009021,257,62.5,33,8.0,290,70.5
W00009022,W00009022,206,88.4,27,11.6,W00009022,W00009022,205,83.7,36,14.7,241,98.4,W00009022,W00009022,212,90.2,23,9.8,W00009022,W00009022,158,64.2,34,13.8,192,78.0
W00009023,W00009023,229,87.4,33,12.6,W00009023,W00009023,194,69.5,73,26.2,267,95.7,W00009023,W00009023,237,90.5,25,9.5,W00009023,W00009023,165,59.1,28,10.0,193,69.1
W00009024,W00009024,271,88.6,35,11.4,W00009024,W00009024,223,69.3,86,26.7,309,96.0,W00009024,W00009024,282,92.2,24,7.8,W00009024,W00009024,191,59.7,31,9.7,222,69.4
W00009025,W00009025,286,88.5,37,11.5,W00009025,W00009025,230,69.3,69,20.8,299,90.1,W00009025,W00009025,295,91.0,29,9.0,W00009025,W00009025,183,55.3,19,5.7,202,61.0
W00009026,W00009026,218,83.2,44,16.8,W00009026,W00009026,227,84.7,33,12.3,260,97.0,W00009026,W00009026,224,85.8,37,14.2,W00009026,W00009026,179,67.0,21,7.9,200,74.9
W00009027,W00009027,278,91.7,25,8.3,W00009027,W00009027,213,66.1,91,28.3,304,94.4,W00009027,W00009027,281,92.7,22,7.3,W00009027,W00009027,164,50.6,33,10.2,197,60.8
W00009028,W00009028,174,92.6,14,7.4,W00009028,W00009028,143,67.8,52,24.6,195,92.4,W00009028,W00009028,184,96.8,6,3.2,W00009028,W00009028,129,60.8,9,4.2,138,65.0
W00009029,W00009029,266,92.0,23,8.0,W00009029,W00009029,217,71.1,68,22.3,285,93.4,W00009029,W00009029,274,95.5,13,4.5,W00009029,W00009029,182,59.7,26,8.5,208,68.2
W00009030,W00009030,272,90.4,29,9.6,W00009030,W00009030,254,81.9,43,13.9,297,95.8,W00009030,W00009030,279,92.7,22,7.3,W00009030,W00009030,205,64.9,30,9.5,235,74.4
W00009031,W00009031,277,90.8,28,9.2,W00009031,W00009031,255,79.9,54,16.9,309,96.8,W00009031,W00009031,284,93.7,19,6.3,W00009031,W00009031,210,66.0,32,10.1,242,76.1
W00009032,W00009032,261,88.2,35,11.8,W00009032,W00009032,196,55.8,120,34.2,316,90.0,W00009032,W00009032,274,92.6,22,7.4,W00009032,W00009032,164,46.6,50,14.2,214,60.8
W00009033,W00009033,259,88.4,34,11.6,W00009033,W00009033,214,72.3,53,17.9,267,90.2,W00009033,W00009033,264,90.1,29,9.9,W00009033,W00009033,165,55.6,39,13.1,204,68.7
W00009034,W00009034,248,84.1,47,15.9,W00009034,W00009034,242,78.8,61,19.9,303,98.7,W00009034,W00009034,259,87.8,36,12.2,W00009034,W00009034,189,61.8,38,12.4,227,74.2
W00009035,W00009035,265,80.3,65,19.7,W00009035,W00009035,300,88.5,25,7.4,325,95.9,W00009035,W00009035,270,81.8,60,18.2,W00009035,W00009035,233,69.1,25,7.4,258,76.5
W00009036,W00009036,309,86.6,48,13.4,W00009036,W00009036,274,73.1,79,21.1,353,94.2,W00009036,W00009036,323,90.7,33,9.3,W00009036,W00009036,231,61.4,33,8.8,264,70.2
W00009037,W00009037,237,90.1,26,9.9,W00009037,W00009037,215,79.0,45,16.5,260,95.5,W00009037,W00009037,246,93.5,17,6.5,W00009037,W00009037,154,57.0,40,14.8,194,71.8
W00009038,W00009038,208,93.3,15,6.7,W00009038,W00009038,175,70.0,48,19.2,223,89.2,W00009038,W00009038,208,93.3,15,6.7,W00009038,W00009038,131,53.0,14,5.7,145,58.7
W00009039,W00009039,235,84.2,44,15.8,W00009039,W00009039,234,82.1,40,14.0,274,96.1,W00009039,W00009039,240,86.0,39,14.0,W00009039,W00009039,163,57.8,24,8.5,187,66.3
W00009040,W00009040,257,87.4,37,12.6,W00009040,W00009040,226,72.4,73,23.4,299,95.8,W00009040,W00009040,267,90.2,29,9.8,W00009040,W00009040,177,57.1,36,11.6,213,68.7
W00009041,W00009041,206,88.4,27,11.6,W00009041,W00009041,180,75.0,50,20.8,230,95.8,W00009041,W00009041,212,91.0,21,9.0,W00009041,W00009041,143,59.6,30,12.5,173,72.1
W00009042,W00009042,231,81.6,52,18.4,W00009042,W00009042,231,80.8,47,16.4,278,97.2,W00009042,W00009042,241,85.8,40,14.2,W00009042,W00009042,155,54.2,27,9.4,182,63.6
W00009043,W00009043,356,87.7,50,12.3,W00009043,W00009043,306,73.0,111,26.5,417,99.5,W00009043,W00009043,361,88.9,45,11.1,W00009043,W00009043,259,61.8,54,12.9,313,74.7
W00009044,W00009044,203,91.0,20,9.0,W00009044,W00009044,163,69.7,36,15.4,199,85.1,W00009044,W00009044,207,92.0,18,8.0,W00009044,W00009044,120,50.6,25,10.5,145,61.1
W00009045,W00009045,267,85.9,44,14.1,W00009045,W00009045,265,82.8,47,14.7,312,97.5,W00009045,W00009045,267,86.1,43,13.9,W00009045,W00009045,207,64.5,47,14.6,254,79.1
W00009046,W00009046,198,84.3,37,15.7,W00009046,W00009046,193,81.4,40,16.9,233,98.3,W00009046,W00009046,208,89.3,25,10.7,W00009046,W00009046,142,60.4,19,8.1,161,68.5
W00009047,W00009047,235,87.4,34,12.6,W00009047,W00009047,209,77.4,38,14.1,247,91.5,W00009047,W00009047,240,88.9,30,11.1,W00009047,W00009047,151,55.5,34,12.5,185,68.0
W00009048,W00009048,252,82.6,53,17.4,W00009048,W00009048,288,91.7,21,6.7,309,98.4,W00009048,W00009048,264,86.6,41,13.4,W00009048,W00009048,213,67.6,23,7.3,236,74.9
W00009049,W00009049,292,90.7,30,9.3,W00009049,W00009049,219,66.0,101,30.4,320,96.4,W00009049,W00009049,299,93.1,22,6.9,W00009049,W00009049,206,62.6,24,7.3,230,69.9
W00009050,W00009050,261,86.4,41,13.6,W00009050,W00009050,232,74.8,66,21.3,298,96.1,W00009050,W00009050,271,90.6,28,9.4,W00009050,W00009050,167,53.5,32,10.3,199,63.8
W00009051,W00009051,274,88.7,35,11.3,W00009051,W00009051,274,85.9,41,12.9,315,98.8,W00009051,W00009051,281,90.9,28,9.1,W00009051,W00009051,177,55.5,42,13.2,219,68.7
W00009052,W00009052,184,92.9,14,7.1,W00009052,W00009052,156,76.1,44,21.5,200,97.6,W00009052,W00009052,189,94.5,11,5.5,W00009052,W00009052,114,55.6,26,12.7,140,68.3
W00009053,W00009053,154,84.6,28,15.4,W00009053,W00009053,162,86.6,18,9.6,180,96.2,W00009053,W00009053,158,87.3,23,12.7,W00009053,W00009053,131,68.9,13,6.8,144,75.7
W00009054,W00009054,271,84.2,51,15.8,W00009054,W00009054,297,89.5,23,6.9,320,96.4,W00009054,W00009054,280,87.0,42,13.0,W00009054,W00009054,216,64.5,27,8.1,243,72.6
W00009055,W00009055,282,80.1,70,19.9,W00009055,W00009055,309,86.3,39,10.9,348,97.2,W00009055,W00009055,304,86.1,49,13.9,W00009055,W00009055,238,66.5,33,9.2,271,75.7
W00009056,W00009056,262,86.8,40,13.2,W00009056,W00009056,277,89.6,25,8.1,302,97.7,W00009056,W00009056,272,90.1,30,9.9,W00009056,W00009056,206,66.9,27,8.8,233,75.7
W00009057,W00009057,247,82.6,52,17.4,W00009057,W00009057,274,89.3,23,7.5,297,96.8,W00009057,W00009057,259,86.0,42,14.0,W00009057,W00009057,196,63.8,36,11.7,232,75.5
W00009058,W00009058,170,81.0,40,19.0,W00009058,W00009058,174,80.2,36,16.6,210,96.8,W00009058,W00009058,180,85.7,30,14.3,W00009058,W00009058,125,58.1,28,13.0,153,71.1
W00009059,W00009059,278,87.4,40,12.6,W00009059,W00009059,281,84.6,42,12.7,323,97.3,W00009059,W00009059,291,91.2,28,8.8,W00009059,W00009059,208,62.7,36,10.8,244,73.5
W00009060,W00009060,265,80.3,65,19.7,W00009060,W00009060,304,90.7,19,5.7,323,96.4,W00009060,W00009060,287,87.2,42,12.8,W00009060,W00009060,177,52.7,43,12.8,220,65.5
W00009061,W00009061,220,84.3,41,15.7,W00009061,W00009061,226,84.0,28,10.4,254,94.4,W00009061,W00009061,228,87.4,33,12.6,W00009061,W00009061,131,48.0,29,10.6,160,58.6
W00009062,W00009062,201,81.4,46,18.6,W00009062,W00009062,214,85.3,19,7.6,233,92.9,W00009062,W00009062,213,85.9,35,14.1,W00009062,W00009062,152,61.0,26,10.4,178,71.4
W00009063,W00009063,195,85.2,34,14.8,W00009063,W00009063,202,87.1,26,11.2,228,98.3,W00009063,W00009063,201,87.8,28,12.2,W00009063,W00009063,159,68.2,21,9.0,180,77.2
W00009064,W00009064,264,87.7,37,12.3,W00009064,W00009064,247,80.2,52,16.9,299,97.1,W00009064,W00009064,274,90.7,28,9.3,W00009064,W00009064,199,65.0,34,11.1,233,76.1
W00009065,W00009065,262,84.5,48,15.5,W00009065,W00009065,247,77.7,64,20.1,311,97.8,W00009065,W00009065,272,88.3,36,11.7,W00009065,W00009065,199,62.8,43,13.6,242,76.4
W00009066,W00009066,274,87.3,40,12.7,W00009066,W00009066,256,80.3,56,17.6,312,97.9,W00009066,W00009066,280,89.2,34,10.8,W00009066,W00009066,217,67.6,35,10.9,252,78.5
W00009067,W00009067,256,83.1,52,16.9,W00009067,W00009067,255,80.4,51,16.1,306,96.5,W00009067,W00009067,260,85.0,46,15.0,W00009067,W00009067,204,64.8,31,9.8,235,74.6
W00009068,W00009068,210,81.1,49,18.9,W00009068,W00009068,212,81.2,31,11.9,243,93.1,W00009068,W00009068,222,86.0,36,14.0,W00009068,W00009068,146,55.3,22,8.3,168,63.6
W00009069,W00009069,261,85.6,44,14.4,W00009069,W00009069,254,78.6,53,16.4,307,95.0,W00009069,W00009069,265,86.9,40,13.1,W00009069,W00009069,200,62.1,36,11.2,236,73.3
W00009070,W00009070,280,83.8,54,16.2,W00009070,W00009070,260,75.6,66,19.2,326,94.8,W00009070,W00009070,291,86.9,44,13.1,W00009070,W00009070,227,66.4,24,7.0,251,73.4
W00009071,W00009071,214,88.8,27,11.2,W00009071,W00009071,170,68.5,66,26.6,236,95.1,W00009071,W00009071,215,89.2,26,10.8,W00009071,W00009071,138,55.6,38,15.3,176,70.9
W00009072,W00009072,244,89.1,30,10.9,W00009072,W00009072,210,72.4,64,22.1,274,94.5,W00009072,W00009072,252,91.6,23,8.4,W00009072,W00009072,185,65.4,22,7.8,207,73.2
W00009073,W00009073,351,89.5,41,10.5,W00009073,W00009073,295,73.2,83,20.6,378,93.8,W00009073,W00009073,342,87.2,50,12.8,W00009073,W00009073,183,45.4,15,3.7,198,49.1
